ZIP_CODE,DELIVERY_TYPE,NET_MV,TUE_NET_MV,TUE_MV_PCT,WED_NET_MV,WED_MV_PCT,THU_NET_MV,THU_MV_PCT,SUN_NET_MV,SUN_MV_PCT,ORDER_COUNT
10005,FULFLLD,8080.770000,462.750000,0.057265582364,,,1548.310000,0.191604265435,1191.840000,0.147490895051,127
10037,FULFLLD,1354.990000,89.640000,0.066155469782,,,,,310.640000,0.229256304475,22
07424,FULFLLD,864.210000,864.210000,1.000000000000,,,,,,,14
08904,FULFLLD,824.600000,388.240000,0.470822216832,,,172.400000,0.209071064759,,,30
11370,FULFLLD,613.630000,,,,,232.500000,0.378892818148,175.170000,0.285465182602,11
06820,FULFLLD,603.080000,,,,,603.080000,1.000000000000,,,10
10705,FULFLLD,115.380000,,,,,,,,,5
08901,FULFLLD,158.320000,51.620000,0.326048509348,,,,,106.700000,0.673951490652,4
07006,FULFLLD,199.660000,199.660000,1.000000000000,,,,,,,2
08831,DIRECT_VIA_NASH,95.400000,,,,,,,95.400000,1.000000000000,1
11580,DIRECT_VIA_NASH,116.860000,116.860000,1.000000000000,,,,,,,1
10594,FULFLLD,114.120000,,,,,,,,,1
10014,FULFLLD,12788.810000,3156.050000,0.246782147831,,,1351.310000,0.105663466734,1675.940000,0.131047376574,197
10009,FULFLLD,17637.230000,2814.740000,0.159590820100,,,3010.150000,0.170670224293,6736.970000,0.381974380331,336
11105,FULFLLD,8923.000000,1008.980000,0.113076319623,,,776.610000,0.087034629609,1565.470000,0.175442115880,142
10803,FULFLLD,4687.760000,,,,,4687.760000,1.000000000000,,,48
10001,FULFLLD,25566.640000,5263.740000,0.205883135211,,,2714.180000,0.106160997300,8128.820000,0.317946355094,431
10024,FULFLLD,29225.550000,5049.760000,0.172785798727,,,3409.520000,0.116662304046,8806.620000,0.301332909047,413
11235,FULFLLD,2746.070000,2192.660000,0.798471998165,,,242.340000,0.088249753284,211.460000,0.077004592017,88
10463,FULFLLD,4276.480000,151.440000,0.035412301706,,,75.720000,0.017706150853,75.720000,0.017706150853,66
10706,FULFLLD,1431.210000,,,,,,,,,29
07024,FULFLLD,5659.140000,1309.870000,0.231460964033,,,1011.180000,0.178680859636,2544.500000,0.449626621713,106
11237,FULFLLD,5433.370000,382.490000,0.070396457447,,,907.580000,0.167038136552,1692.900000,0.311574584466,93
07311,FULFLLD,693.390000,288.560000,0.416158294755,,,39.010000,0.056259824918,207.530000,0.299297653557,13
10583,FULFLLD,9280.280000,,,,,1466.520000,0.158025404406,,,99
11106,FULFLLD,4458.990000,61.040000,0.013689198675,,,1797.140000,0.403037459156,368.580000,0.082659974568,69
07901,FULFLLD,2574.030000,664.190000,0.258035065636,,,,,,,43
10707,FULFLLD,388.610000,,,,,,,,,25
11372,FULFLLD,4013.420000,462.840000,0.115323091030,,,995.230000,0.247975542056,1128.110000,0.281084461631,56
11205,FULFLLD,9205.670000,1733.140000,0.188268751758,,,142.330000,0.015461123416,6928.060000,0.752586177866,96
10601,FULFLLD,155.150000,,,,,,,,,8
10502,FULFLLD,148.950000,,,,,,,,,5
07043,FULFLLD,849.160000,57.830000,0.068102595506,,,208.320000,0.245324791559,583.010000,0.686572612935,9
11746,DIRECT_VIA_NASH,756.870000,194.950000,0.257573955897,,,,,450.530000,0.595254138756,11
10462,FULFLLD,471.040000,,,,,471.040000,1.000000000000,,,4
